1 1 1 land dirt_sparse 土地・まばらな草
1 1 2 land dirt_weeds 土地・雑草
1 1 4 land dirt_stones 土地・小石
1 2 1 land grass_plain 草地
1 2 3 land grass_flowers 草地・黄色い花
1 2 4 land grass_tall 草地・背の高い草
1 2 5 land grass_dirt 草地・土の露出
1 3 1 land shrubs_sparse 低木・小型
1 3 2 land shrubs_large 低木・大型
1 3 3 land shrubs_flowers 低木・花
1 3 4 land shrubs_dirt 低木・土の露出
1 4 1 land trees_sparse 樹木・疎林
1 4 2 land trees_clearing 樹木・空き地
1 4 4 land trees_medium 樹木・中密度
1 5 1 land forest_dense 森林・密集
1 5 2 land forest_clearing 森林・空き地
2 1 1 water sea_waves 海・波模様
2 1 5 water water_calm 水面・穏やか
2 2 1 water coast_land_s 海岸・南側陸地
2 2 2 water coast_land_s_wavy 海岸・南側陸地の湾曲
2 2 5 water coast_land_sw 海岸・南西側陸地
2 2 6 water coast_land_e 海岸・東側陸地
2 2 7 water coast_land_e_step 海岸・東側陸地の張り出し
2 2 8 water coast_land_sw_square 海岸・南西側陸地の直角
2 3 1 water coast_water_ne 海岸・北東側水面
2 3 2 water coast_water_nw 海岸・北西側水面
2 3 4 water coast_land_w_bulge 海岸・西側陸地の張り出し
2 3 5 water coast_land_e_bulge 海岸・東側陸地の張り出し
2 3 6 water coast_land_s_inlet 海岸・南側陸地の入り江
2 3 8 water coast_land_se 海岸・南東側陸地
2 4 1 water pond_round 池・円形
2 4 2 water pond_irregular 池・変形
2 4 3 water pond_small 池・小型
2 4 4 water inlet_w 入り江・西側から
2 4 6 water channel_diagonal 水路・斜め
2 4 7 water river_meander 川・蛇行
2 4 8 water pond_channel_s 池・南側流出口
2 5 1 water river_ns 川・南北
2 5 3 water river_ew 川・東西
2 5 4 water river_es 川・東南カーブ
2 5 6 water river_ne 川・北東カーブ
2 5 8 water river_cross 川・十字
2 6 1 water river_mouth_s 河口・南側の海
2 6 3 water river_mouth_s_square 河口・直線的な岸
2 6 6 water river_basin_s 川・南側の水域へ
2 6 8 water coast_headland 海岸・水面の張り出し
3 1 1 road road_ns 道路・南北
3 1 2 road road_ew 道路・東西
3 1 3 road road_ws 道路・西南カーブ
3 1 4 road road_ne 道路・北東カーブ
3 1 5 road road_cross 道路・十字路
3 1 6 road road_t_wes 道路・南向き丁字路
3 2 1 road road_end_s 道路・南側接続の行き止まり
3 2 3 road road_end_w 道路・西側接続の行き止まり
3 2 4 road road_turnaround_s 道路・四角い転回場
3 2 5 road crossing_basic 踏切・基本
3 3 1 rail rail_ns 線路・南北
3 3 2 rail rail_ew 線路・東西
3 3 3 rail rail_nw 線路・北西カーブ
3 3 4 rail rail_ne 線路・北東カーブ
3 3 5 rail rail_cross 線路・平面交差
3 4 1 rail rail_stop_s 線路・南側接続の車止め
3 4 2 rail rail_stop_w 線路・西側接続の車止め
3 4 4 rail rail_y 線路・Y字分岐
3 4 5 rail rail_branch_e 線路・東分岐
3 4 6 rail rail_branch_w 線路・西分岐
3 5 1 structure road_bridge_ns 道路橋・南北
3 5 2 structure rail_bridge_ns 鉄道橋・南北
3 5 3 structure road_tunnel_s 道路トンネル入口
3 5 4 structure rail_tunnel_s 鉄道トンネル入口
3 5 5 structure grade_separation_cross 立体交差・東西高架と南北道路
3 5 7 structure road_elevated_ew 道路高架・東西
3 5 8 structure rail_elevated_ew 線路高架・東西
5 10 4 material concrete コンクリート
5 10 5 material gravel 砂利
5 10 6 material paving_weeds 舗石・雑草
5 10 7 material wood_dark 木床・濃色
5 10 8 material wood_light 木床・明色
5 10 9 material sand 砂地
5 10 10 material soil_dark 土地・濃色
6 3 3 structure rail_truss_ns 鉄道トラス橋・南北
6 3 7 structure rail_truss_ew 鉄道トラス橋・東西
6 4 4 road crossing_closed 踏切・遮断機あり
6 5 6 road road_cross_zebra 道路・横断歩道付き十字路
6 5 9 road road_round_end_s 道路・丸い転回場
6 6 4 road parking_bay_s 駐車区画・縦向き白線
6 6 7 road parking_bay_ew 駐車区画・横向き白線
6 7 2 road road_median_long 道路・長い植栽帯
6 7 6 road road_median_round 道路・丸い植栽帯
6 8 1 structure retaining_wall 擁壁・柵
6 8 2 structure retaining_stairs 擁壁・階段
6 8 6 structure waterfront_stairs 水辺・階段
6 8 9 structure waterfront_wall 水辺・護岸と柵
6 9 1 plaza flowerbed 広場・花壇
6 9 3 plaza bench_flowers 広場・ベンチと花壇
6 9 4 plaza tree_planter 広場・植樹桝
6 9 5 plaza lamps 広場・街灯
6 9 6 plaza hedges 広場・生け垣
6 9 7 plaza paving_t 舗道・丁字
6 9 8 plaza paving_edge 舗道・土との境界
7 3 1 rail rail_stop_e 線路・東側接続の車止め
7 3 7 rail rail_overgrown 線路・草に覆われた南北線
7 4 7 rail rail_platform_e 線路・東側ホーム
7 4 8 rail rail_platform_w 線路・西側ホーム
10 2 2 road road_t_new 道路・北向き丁字路
10 3 6 road road_zebra_ns 道路・南北の横断歩道
10 4 2 road road_wide_ew 広幅員道路・東西
10 4 6 road road_wide_t_new 広幅員道路・北向き丁字路
10 4 7 road road_wide_t_sew 広幅員道路・南向き丁字路
10 4 8 road road_wide_cross 広幅員道路・十字路
10 4 10 road road_yellow_curve 道路・黄色中央線のカーブ
10 5 5 road road_wide_end_w 広幅員道路・西側接続の行き止まり
10 5 10 road road_wide_zebra 広幅員道路・横断歩道付き交差点
10 6 6 path sidewalk_ns 歩道・南北
10 6 8 path sidewalk_es 歩道・東南カーブ
10 6 9 path sidewalk_nw 歩道・北西カーブ
10 6 10 path sidewalk_ne 歩道・北東カーブ
10 7 3 path sidewalk_ew 歩道・東西
10 7 5 path sidewalk_cross 歩道・十字
6 2 3 structure road_bridge_ew 道路橋・東西
6 3 6 structure rail_bridge_ew 鉄道橋・東西
