customer_id,original_no,display_name_ja,direction,phase,frame_index,sprite_path,source_sheet,source_row,source_column,sprite_px,anchor_x,anchor_y,source_type
customer_01,1,女子大生,down,A,0,sprites/customer_01/down_A.png,source_sheets/customer_01_07_reference.png,1,1,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_01,1,女子大生,down,B,1,sprites/customer_01/down_B.png,source_sheets/customer_01_07_reference.png,1,2,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_01,1,女子大生,left,A,0,sprites/customer_01/left_A.png,source_sheets/customer_01_07_reference.png,1,3,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_01,1,女子大生,left,B,1,sprites/customer_01/left_B.png,source_sheets/customer_01_07_reference.png,1,4,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_01,1,女子大生,right,A,0,sprites/customer_01/right_A.png,source_sheets/customer_01_07_reference.png,1,5,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_01,1,女子大生,right,B,1,sprites/customer_01/right_B.png,source_sheets/customer_01_07_reference.png,1,6,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_01,1,女子大生,up,A,0,sprites/customer_01/up_A.png,source_sheets/customer_01_07_reference.png,1,7,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_01,1,女子大生,up,B,1,sprites/customer_01/up_B.png,source_sheets/customer_01_07_reference.png,1,8,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_02,2,大学生,down,A,0,sprites/customer_02/down_A.png,source_sheets/customer_01_07_reference.png,2,1,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_02,2,大学生,down,B,1,sprites/customer_02/down_B.png,source_sheets/customer_01_07_reference.png,2,2,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_02,2,大学生,left,A,0,sprites/customer_02/left_A.png,source_sheets/customer_01_07_reference.png,2,3,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_02,2,大学生,left,B,1,sprites/customer_02/left_B.png,source_sheets/customer_01_07_reference.png,2,4,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_02,2,大学生,right,A,0,sprites/customer_02/right_A.png,source_sheets/customer_01_07_reference.png,2,5,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_02,2,大学生,right,B,1,sprites/customer_02/right_B.png,source_sheets/customer_01_07_reference.png,2,6,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_02,2,大学生,up,A,0,sprites/customer_02/up_A.png,source_sheets/customer_01_07_reference.png,2,7,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_02,2,大学生,up,B,1,sprites/customer_02/up_B.png,source_sheets/customer_01_07_reference.png,2,8,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_03,3,サラリーマン,down,A,0,sprites/customer_03/down_A.png,source_sheets/customer_01_07_reference.png,3,1,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_03,3,サラリーマン,down,B,1,sprites/customer_03/down_B.png,source_sheets/customer_01_07_reference.png,3,2,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_03,3,サラリーマン,left,A,0,sprites/customer_03/left_A.png,source_sheets/customer_01_07_reference.png,3,3,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_03,3,サラリーマン,left,B,1,sprites/customer_03/left_B.png,source_sheets/customer_01_07_reference.png,3,4,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_03,3,サラリーマン,right,A,0,sprites/customer_03/right_A.png,source_sheets/customer_01_07_reference.png,3,5,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_03,3,サラリーマン,right,B,1,sprites/customer_03/right_B.png,source_sheets/customer_01_07_reference.png,3,6,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_03,3,サラリーマン,up,A,0,sprites/customer_03/up_A.png,source_sheets/customer_01_07_reference.png,3,7,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_03,3,サラリーマン,up,B,1,sprites/customer_03/up_B.png,source_sheets/customer_01_07_reference.png,3,8,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_04,4,OL,down,A,0,sprites/customer_04/down_A.png,source_sheets/customer_01_07_reference.png,4,1,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_04,4,OL,down,B,1,sprites/customer_04/down_B.png,source_sheets/customer_01_07_reference.png,4,2,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_04,4,OL,left,A,0,sprites/customer_04/left_A.png,source_sheets/customer_01_07_reference.png,4,3,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_04,4,OL,left,B,1,sprites/customer_04/left_B.png,source_sheets/customer_01_07_reference.png,4,4,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_04,4,OL,right,A,0,sprites/customer_04/right_A.png,source_sheets/customer_01_07_reference.png,4,5,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_04,4,OL,right,B,1,sprites/customer_04/right_B.png,source_sheets/customer_01_07_reference.png,4,6,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_04,4,OL,up,A,0,sprites/customer_04/up_A.png,source_sheets/customer_01_07_reference.png,4,7,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_04,4,OL,up,B,1,sprites/customer_04/up_B.png,source_sheets/customer_01_07_reference.png,4,8,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_05,5,おじさん,down,A,0,sprites/customer_05/down_A.png,source_sheets/customer_01_07_reference.png,5,1,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_05,5,おじさん,down,B,1,sprites/customer_05/down_B.png,source_sheets/customer_01_07_reference.png,5,2,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_05,5,おじさん,left,A,0,sprites/customer_05/left_A.png,source_sheets/customer_01_07_reference.png,5,3,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_05,5,おじさん,left,B,1,sprites/customer_05/left_B.png,source_sheets/customer_01_07_reference.png,5,4,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_05,5,おじさん,right,A,0,sprites/customer_05/right_A.png,source_sheets/customer_01_07_reference.png,5,5,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_05,5,おじさん,right,B,1,sprites/customer_05/right_B.png,source_sheets/customer_01_07_reference.png,5,6,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_05,5,おじさん,up,A,0,sprites/customer_05/up_A.png,source_sheets/customer_01_07_reference.png,5,7,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_05,5,おじさん,up,B,1,sprites/customer_05/up_B.png,source_sheets/customer_01_07_reference.png,5,8,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_06,6,おばさん,down,A,0,sprites/customer_06/down_A.png,source_sheets/customer_01_07_reference.png,6,1,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_06,6,おばさん,down,B,1,sprites/customer_06/down_B.png,source_sheets/customer_01_07_reference.png,6,2,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_06,6,おばさん,left,A,0,sprites/customer_06/left_A.png,source_sheets/customer_01_07_reference.png,6,3,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_06,6,おばさん,left,B,1,sprites/customer_06/left_B.png,source_sheets/customer_01_07_reference.png,6,4,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_06,6,おばさん,right,A,0,sprites/customer_06/right_A.png,source_sheets/customer_01_07_reference.png,6,5,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_06,6,おばさん,right,B,1,sprites/customer_06/right_B.png,source_sheets/customer_01_07_reference.png,6,6,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_06,6,おばさん,up,A,0,sprites/customer_06/up_A.png,source_sheets/customer_01_07_reference.png,6,7,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_06,6,おばさん,up,B,1,sprites/customer_06/up_B.png,source_sheets/customer_01_07_reference.png,6,8,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_07,7,おじいさん,down,A,0,sprites/customer_07/down_A.png,source_sheets/customer_01_07_reference.png,7,1,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_07,7,おじいさん,down,B,1,sprites/customer_07/down_B.png,source_sheets/customer_01_07_reference.png,7,2,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_07,7,おじいさん,left,A,0,sprites/customer_07/left_A.png,source_sheets/customer_01_07_reference.png,7,3,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_07,7,おじいさん,left,B,1,sprites/customer_07/left_B.png,source_sheets/customer_01_07_reference.png,7,4,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_07,7,おじいさん,right,A,0,sprites/customer_07/right_A.png,source_sheets/customer_01_07_reference.png,7,5,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_07,7,おじいさん,right,B,1,sprites/customer_07/right_B.png,source_sheets/customer_01_07_reference.png,7,6,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_07,7,おじいさん,up,A,0,sprites/customer_07/up_A.png,source_sheets/customer_01_07_reference.png,7,7,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_07,7,おじいさん,up,B,1,sprites/customer_07/up_B.png,source_sheets/customer_01_07_reference.png,7,8,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
customer_08,8,おばあさん,down,A,0,sprites/customer_08/down_A.png,source_sheets/customer_08_14_reference.png,1,1,160x160,80,154,"newly generated provisional reconstruction, not an extracted game ROM sprite"
